31:2.5, NaN, NaN, E4, NaN
32:0.0, C5, NaN, C#4, Rest
32:0.5, NaN, NaN, C#4, NaN
32:1.0, NaN, C4, E4, Rest
32:1.5, B-4, NaN, E4, NaN
32:2.0, G4, C4, D4, C3
32:2.5, F4, NaN, D4, NaN
33:0.0, E4, D-4, B3, NaN
33:0.5, NaN, NaN, B3, D3
33:0.75, NaN, NaN, NaN, C3
33:1.0, Rest, NaN, D4, B2
33:1.5, B-4, NaN, D4, C3
33:2.0, B-4, NaN, E-3, C2
34:0.0, D5, NaN, NaN, Rest
34:0.5, NaN, NaN, F3, NaN
34:0.75, NaN, NaN, E-3, NaN
34:1.0, NaN, D-4, D3, Rest
34:1.5, C5, NaN, E-3, NaN
34:2.0, A4, D-4, E-3, C3
34:2.5, G4, NaN, NaN, NaN
35:0.0, F4, E-4, NaN, NaN
35:0.5, NaN, NaN, NaN, D3
35:0.75, NaN, NaN, NaN, C3
35:1.0, Rest, NaN, NaN, B2
35:1.5, F5, NaN, NaN, C3
35:2.0, F5, NaN, E-3, C2
36:0.0, A5, NaN, NaN, Rest
36:0.5, NaN, NaN, F3, NaN
36:0.75, NaN, NaN, E-3, NaN
36:1.0, NaN, G-4, D3, Rest
36:1.5, G5, NaN, E-3, NaN
36:2.0, G5, G-4, E-3, C3
36:2.5, F5, NaN, NaN, NaN
37:0.0, F5, A-4, NaN, NaN
37:0.5, E5, NaN, NaN, D3
37:0.75, NaN, NaN, NaN, C3
37:1.0, E5, NaN, NaN, B2
37:1.5, D5, NaN, NaN, C3
37:2.0, C5, NaN, E-3, C2
37:2.5, B-4, NaN, NaN, NaN
38:0.0, A4, G4, NaN, Rest
38:0.5, NaN, NaN, F3, NaN
38:0.75, NaN, NaN, E-3, NaN
38:1.0, NaN, A-4, D3, Rest
38:1.5, NaN, NaN, E-3, NaN
38:2.0, NaN, A4, E-3, C3
39:0.0, NaN, G4, A4, NaN
39:0.5, B4, NaN, NaN, D3
39:0.75, C#5, NaN, NaN, C3
39:1.0, D5, Rest, A4, B2
39:1.25, E5, NaN, NaN, NaN
39:1.5, F5, D4, NaN, C3
39:1.75, E5, NaN, NaN, NaN
39:2.0, D5, D4, B3, C#3
39:2.25, C5, NaN, NaN, NaN
39:2.5, B4, E-4, NaN, NaN
39:2.75, A4, NaN, NaN, NaN
40:0.0, G4, D4, NaN, A2
40:1.0, NaN, Rest, NaN, C#3
40:1.5, NaN, D5, NaN, NaN
40:2.0, NaN, D5, C4, D3
40:2.5, NaN, E-5, NaN, NaN
41:0.0, NaN, D5, F4, Rest
41:0.5, A4, NaN, NaN, NaN
41:0.75, B4, NaN, NaN, NaN
41:1.0, C5, Rest, E-4, Rest
41:1.25, B4, NaN, NaN, NaN
41:1.5, C5, D4, NaN, NaN
41:1.75, B4, NaN, NaN, NaN
41:2.0, C5, D4, D4, B2
41:2.25, B4, NaN, NaN, NaN
41:2.5, C5, E-4, NaN, NaN
41:2.75, B4, NaN, NaN, NaN
42:0.0, C5, D4, Rest, G2
42:0.5, NaN, NaN, B3, NaN
42:1.0, NaN, Rest, B3, B2
42:1.5, NaN, D5, C4, NaN
42:2.0, NaN, D5, B3, C3
42:2.5, NaN, E-5, NaN, NaN
43:0.0, NaN, D5, Rest, Rest
43:0.5, NaN, NaN, G4, NaN
43:1.0, NaN, Rest, G4, Rest
43:1.5, D-5, D5, G4, NaN
43:1.75, C5, NaN, NaN, NaN
43:2.0, B-4, D5, G4, A-2
43:2.5, C5, E-5, NaN, NaN
44:0.0, E-5, D5, Rest, NaN
44:0.25, NaN, G3, NaN, NaN
44:0.5, NaN, A3, B3, NaN
44:0.75, NaN, B3, NaN, NaN
44:1.0, NaN, C4, B3, NaN
44:1.25, NaN, D4, NaN, NaN
44:1.5, D-5, E4, C4, NaN
44:1.75, NaN, F#4, NaN, NaN
44:2.0, B-4, G4, B3, NaN
44:2.25, NaN, F#4, NaN, NaN
44:2.5, A-4, G4, NaN, NaN
44:2.75, NaN, F#4, NaN, NaN
45:0.0, G4, G4, Rest, NaN
45:0.5, NaN, NaN, G4, NaN
45:1.0, Rest, Rest, G4, NaN
45:1.5, E-5, NaN, G4, NaN
45:1.75, D-5, NaN, NaN, NaN
45:2.0, C5, Rest, G4, B-2
45:2.5, D-5, NaN, NaN, NaN
46:0.0, F5, Rest, Rest, NaN
46:0.5, NaN, NaN, B3, NaN
46:1.0, NaN, NaN, B3, NaN
46:1.5, E-5, NaN, C4, NaN
46:2.0, C5, NaN, B3, NaN
46:2.25, NaN, NaN, G3, NaN
46:2.5, B-4, NaN, A3, NaN
46:2.75, NaN, NaN, B3, NaN
47:0.0, A4, NaN, C4, NaN
47:0.25, NaN, NaN, D4, NaN
47:0.5, NaN, NaN, E4, NaN
47:0.75, NaN, NaN, F#4, NaN
47:1.0, Rest, Rest, G4, NaN
47:1.25, NaN, NaN, F#4, NaN
47:1.5, F5, NaN, G4, NaN
47:1.75, E-5, NaN, F#4, NaN
47:2.0, D5, NaN, G4, C3
47:2.5, E-5, NaN, NaN, NaN
48:0.0, F5, NaN, Rest, NaN
48:1.0, NaN, NaN, Rest, NaN
48:2.0, NaN, Rest, Rest, NaN
49:0.0, E-5, Rest, NaN, C3
49:1.0, D5, G4, NaN, C3
49:1.5, NaN, G4, NaN, NaN
49:2.0, C5, NaN, NaN, D3
49:2.5, NaN, G4, NaN, NaN
50:0.0, B4, B4, Rest, NaN
50:0.25, G4, NaN, NaN, NaN
50:0.5, A4, B4, NaN, NaN
50:0.75, B4, NaN, NaN, NaN
50:1.0, C5, C5, NaN, NaN
50:1.25, D5, NaN, NaN, NaN
50:1.5, E5, C5, NaN, NaN
50:1.75, F#5, NaN, NaN, NaN
50:2.0, G5, E5, NaN, E-3
50:2.25, F#5, NaN, NaN, NaN
50:2.5, G5, NaN, NaN, NaN
50:2.75, F#5, NaN, NaN, NaN
51:0.0, G5, D5, NaN, F3
51:1.0, Rest, Rest, Rest, F#3
51:1.5, B5, NaN, NaN, NaN
51:2.0, B5, Rest, Rest, G3
51:2.5, C6, NaN, NaN, NaN
52:0.0, B5, NaN, F4, Rest
52:0.25, G4, NaN, NaN, NaN
52:0.5, A4, NaN, F4, NaN
52:0.75, B4, NaN, NaN, NaN
52:1.0, C5, NaN, E4, Rest
52:1.25, D5, NaN, NaN, NaN
52:1.5, E5, NaN, E4, NaN
52:1.75, F#5, NaN, NaN, NaN
52:2.0, G5, NaN, D4, G3
52:2.25, F#5, NaN, NaN, G2
52:2.5, G5, NaN, D4, A2
52:2.75, F#5, NaN, NaN, B2
53:0.0, G5, Rest, C4, C3
53:0.25, NaN, NaN, NaN, D3
53:0.5, NaN, NaN, C4, E3
53:0.75, NaN, NaN, NaN, F#3
53:1.0, Rest, Rest, B3, G3
53:1.25, NaN, NaN, NaN, F#3
53:1.5, B5, NaN, NaN, G3
53:1.75, NaN, NaN, NaN, F#3
53:2.0, B5, B4, NaN, G3
53:2.5, C6, NaN, NaN, NaN
54:0.0, B5, E5, E4, Rest
54:0.25, G3, NaN, NaN, NaN
54:0.5, A3, NaN, E4, NaN
54:0.75, B3, NaN, NaN, NaN
54:1.0, C4, E4, F4, Rest
54:1.25, D4, NaN, NaN, NaN
54:1.5, E4, NaN, F4, NaN
54:1.75, F#4, NaN, NaN, NaN
54:2.0, G4, C5, D4, G3
54:2.25, F#4, NaN, NaN, G2
54:2.5, G4, NaN, D4, A2
54:2.75, F#4, NaN, NaN, B2
55:0.0, G4, NaN, B3, C3
55:0.25, G4, NaN, NaN, D3
55:0.5, A4, NaN, B3, E3
55:0.75, B4, NaN, NaN, F#3
55:1.0, C5, B4, G#3, G3
55:1.25, D5, NaN, NaN, F#3
55:1.5, E5, Rest, G#3, G3
55:1.75, F#5, NaN, NaN, F#3
55:2.0, G5, Rest, E4, G3
55:2.25, F#5, NaN, NaN, NaN
55:2.5, G5, NaN, E4, NaN
55:2.75, F#5, NaN, NaN, NaN
56:0.0, G5, Rest, D4, Rest
56:0.5, G5, NaN, D4, G3
56:1.0, NaN, NaN, C4, G3
56:1.5, G5, NaN, C4, C3
56:2.0, NaN, NaN, A3, G3
56:2.25, NaN, NaN, NaN, G2
56:2.5, G5, NaN, A3, A2
56:2.75, NaN, NaN, NaN, B2
57:0.0, G#5, NaN, D4, C3
57:0.25, NaN, NaN, NaN, D3
57:0.5, G#5, NaN, D4, E3
57:0.75, NaN, NaN, NaN, F#3
57:1.0, NaN, Rest, G3, G3
57:1.25, NaN, NaN, NaN, F#3
57:1.5, G#5, NaN, G3, G3
57:1.75, NaN, NaN, NaN, F#3
57:2.0, NaN, Rest, G4, G3
57:2.5, G#5, NaN, Rest, NaN
58:0.0, A5, D4, Rest, Rest
58:0.5, A5, D4, NaN, NaN
58:1.0, F5, E4, Rest, Rest
58:1.5, F5, C5, NaN, NaN
58:2.0, D5, B4, NaN, Rest
58:2.5, D5, B4, NaN, NaN
59:0.0, B4, G4, NaN, NaN
59:0.5, B4, G4, NaN, NaN
59:1.0, G4, A-4, NaN, NaN
59:1.5, G4, NaN, NaN, NaN
59:2.0, B4, NaN, Rest, NaN
59:2.5, B4, Rest, NaN, NaN
60:0.0, C5, G4, Rest, Rest
60:0.5, C5, G4, NaN, NaN
60:1.0, D5, A-4, G3, NaN
60:1.5, D5, A-4, G3, NaN
60:2.0, E5, F4, NaN, NaN
60:2.5, E5, F4, G4, NaN
61:0.0, G5, D4, F4, NaN
61:0.5, NaN, D4, F4, NaN
61:1.0, F5, B3, E4, Rest
61:1.5, NaN, B3, E4, NaN
61:2.0, Rest, C4, D4, NaN
61:2.5, NaN, E-5, NaN, NaN
62:0.0, Rest, NaN, NaN, NaN
62:0.5, NaN, E-5, Rest, NaN
62:1.0, NaN, E-5, Rest, NaN
62:2.0, NaN, NaN, Rest, Rest
63:0.0, NaN, F5, A-4, NaN
63:0.5, NaN, NaN, A-4, NaN
63:0.75, NaN, D5, NaN, NaN
63:1.0, Rest, C5, F4, NaN
63:1.5, NaN, G3, F4, NaN
63:2.0, Rest, G3, D4, NaN
63:2.5, NaN, G3, D4, NaN
64:0.0, G#5, G3, E-4, Rest
64:0.5, NaN, G3, C4, NaN
64:1.0, A5, B-3, F#3, NaN
64:1.5, NaN, B-3, F#3, NaN
64:2.0, C6, B-3, G3, NaN
64:2.5, NaN, B-3, G3, NaN
65:0.0, F#5, B-3, G4, NaN
65:0.5, NaN, B-3, G4, NaN
65:1.0, A5, G3, G3, Rest
65:1.5, NaN, G3, G3, NaN
65:2.0, G5, G3, C4, NaN
65:2.5, Rest, G3, C3, NaN
66:0.0, Rest, G3, C3, NaN
66:0.5, NaN, G3, C3, NaN
66:1.0, Rest, A3, C3, NaN
66:1.5, NaN, NaN, C3, NaN
66:2.0, NaN, F4, E3, Rest
66:2.5, NaN, NaN, E3, NaN
67:0.0, NaN, Rest, E3, NaN
67:0.5, NaN, NaN, E3, NaN
67:1.0, NaN, Rest, E3, NaN
67:1.5, NaN, NaN, E3, NaN
67:2.0, Rest, NaN, E3, NaN
67:2.5, NaN, NaN, E3, NaN
68:0.0, Rest, NaN, E3, Rest
68:0.5, NaN, NaN, E3, NaN
68:1.0, F5, NaN, E3, NaN
68:1.5, F5, NaN, E3, NaN
68:2.0, E5, Rest, F3, NaN
68:2.5, E5, NaN, NaN, NaN
69:0.0, D5, Rest, D4, NaN
69:0.5, D5, NaN, NaN, NaN
69:1.0, C5, Rest, Rest, Rest
69:1.25, NaN, A3, NaN, NaN
69:1.5, C5, B3, NaN, NaN
69:1.75, NaN, C#4, NaN, NaN
69:2.0, C5, D4, Rest, Rest
69:2.25, NaN, E4, NaN, NaN
69:2.5, NaN, F4, NaN, F#3
69:2.75, NaN, G4, NaN, NaN
70:0.0, B4, A4, NaN, G3
70:0.25, NaN, G4, NaN, NaN
70:0.5, Rest, F4, NaN, G#3
70:0.75, NaN, E4, NaN, NaN
70:1.0, Rest, D4, NaN, A3
70:1.25, NaN, C4, NaN, NaN
70:1.5, NaN, B3, NaN, A3
70:1.75, NaN, A3, NaN, NaN
70:2.0, Rest, G3, NaN, F3
70:2.5, NaN, NaN, NaN, F3
71:0.0, Rest, NaN, Rest, D3
71:0.5, NaN, A3, NaN, D3
71:0.75, NaN, B3, NaN, NaN
71:1.0, A-5, C4, Rest, B2
71:1.25, NaN, D4, NaN, NaN
71:1.5, NaN, E4, NaN, B2
71:1.75, NaN, F#4, NaN, NaN
71:2.0, NaN, G4, Rest, G2
71:2.25, NaN, NaN, A3, NaN
71:2.5, NaN, B4, B3, G2
71:2.75, NaN, NaN, C#4, NaN
72:0.0, G5, B4, D4, B2
72:0.25, NaN, NaN, E4, NaN
72:0.5, NaN, B4, F4, B2
72:0.75, NaN, NaN, G4, NaN
72:1.0, C6, B4, A4, C3
72:1.25, NaN, NaN, G4, NaN
72:1.5, NaN, B4, F4, C3
72:1.75, NaN, NaN, E4, NaN
72:2.0, C6, C5, D4, D3
72:2.25, NaN, NaN, C4, NaN
72:2.5, NaN, NaN, B3, D3
72:2.75, NaN, NaN, A3, NaN
73:0.0, NaN, G3, G3, E3
73:0.5, NaN, NaN, NaN, E3
73:1.0, D6, NaN, NaN, F3
73:1.5, NaN, G3, A3, NaN
73:1.75, B5, NaN, B3, NaN
73:2.0, C6, G3, C4, NaN
73:2.25, NaN, NaN, D4, NaN
73:2.5, NaN, D4, E4, Rest
73:2.75, NaN, NaN, F#4, NaN
74:0.0, Rest, D4, G4, Rest
74:0.5, NaN, C4, F4, NaN
74:1.0, Rest, C4, F4, Rest
74:1.5, NaN, C4, F4, NaN
74:2.0, E5, C4, F4, NaN
74:2.5, NaN, C4, F4, NaN
75:0.0, NaN, C4, E4, NaN
75:0.5, F5, G4, NaN, NaN
75:0.75, E5, NaN, NaN, NaN
75:1.0, D5, G4, E3, NaN
75:1.5, C5, F4, NaN, NaN
75:2.0, B4, F4, NaN, Rest
75:2.5, NaN, D4, D3, NaN
76:0.0, Rest, D4, D3, NaN
76:0.5, NaN, NaN, B3, NaN
76:1.0, Rest, Rest, B3, NaN
76:1.5, NaN, NaN, C4, NaN
76:2.0, F5, Rest, C4, NaN
76:2.5, NaN, NaN, F3, NaN
77:0.0, NaN, NaN, F3, Rest
77:0.5, G5, NaN, E3, NaN
77:0.75, F5, NaN, NaN, NaN
77:1.0, E5, NaN, E3, NaN
77:1.5, D5, NaN, E4, NaN
77:2.0, C#5, NaN, E4, NaN
77:2.5, NaN, NaN, D4, NaN
78:0.0, Rest, C5, D4, NaN
78:0.5, NaN, NaN, B3, NaN
78:1.0, Rest, NaN, B3, G5
78:2.0, B-5, NaN, Rest, NaN
78:2.5, NaN, NaN, NaN, A5
78:2.75, NaN, NaN, NaN, G5
79:0.0, NaN, C5, Rest, F#5
79:0.5, A5, NaN, NaN, G5
79:0.75, G5, NaN, NaN, NaN
79:1.0, F5, NaN, NaN, G5
79:1.25, E5, NaN, NaN, NaN
79:1.5, D5, NaN, NaN, NaN
79:1.75, C#5, NaN, NaN, NaN
79:2.0, D5, NaN, NaN, NaN
79:2.25, A4, NaN, NaN, NaN
79:2.5, B4, NaN, NaN, NaN
79:2.75, C#5, NaN, NaN, NaN
80:0.0, D5, C5, NaN, NaN
80:0.25, E5, NaN, NaN, NaN
80:0.5, F5, NaN, NaN, NaN
80:0.75, E5, NaN, NaN, NaN
80:1.0, D5, NaN, G4, G5
80:1.25, A4, NaN, NaN, NaN
80:1.5, B4, NaN, NaN, NaN
80:1.75, C#5, NaN, NaN, NaN
80:2.0, D5, F4, NaN, NaN
80:2.25, E5, NaN, NaN, NaN
80:2.5, F5, NaN, NaN, A5
80:2.75, E5, NaN, NaN, G5
81:0.0, D5, E4, NaN, F#5
81:0.25, A4, NaN, NaN, NaN
81:0.5, B4, NaN, NaN, G5
81:0.75, C#5, NaN, NaN, NaN
81:1.0, D5, G4, D4, G5
81:1.25, E5, NaN, NaN, NaN
81:1.5, F5, NaN, NaN, NaN
81:1.75, E5, NaN, NaN, NaN
81:2.0, D5, NaN, NaN, NaN
81:2.25, A4, NaN, NaN, NaN
81:2.5, B4, G4, NaN, NaN
81:2.75, C#5, NaN, NaN, NaN
82:0.0, D5, G4, NaN, NaN
82:0.25, E5, NaN, NaN, NaN
82:0.5, F5, D4, NaN, NaN
82:0.75, E5, NaN, NaN, NaN
82:1.0, D5, D4, NaN, G5
82:1.25, A4, NaN, NaN, NaN
82:1.5, B4, E4, NaN, NaN
82:1.75, C#5, NaN, NaN, NaN
82:2.0, D5, E4, E4, NaN
82:2.25, E5, NaN, NaN, NaN
82:2.5, F5, C5, NaN, A5
82:2.75, G5, NaN, NaN, G5
83:0.0, A5, C5, D4, F#5
83:0.25, G5, NaN, NaN, NaN
83:0.5, F5, C5, NaN, G5
83:0.75, E5, NaN, NaN, NaN
83:1.0, D5, C5, C4, B-5
83:1.25, C5, NaN, NaN, NaN
83:1.5, B4, G5, NaN, NaN
83:1.75, A4, NaN, NaN, NaN
83:2.0, G4, G5, E4, NaN
83:2.5, NaN, F5, NaN, NaN
84:0.0, NaN, F5, NaN, NaN
84:0.5, NaN, D5, D4, NaN
84:1.0, NaN, D5, D4, A5
84:1.5, NaN, NaN, B3, NaN
84:2.0, D5, Rest, B3, F3
84:2.5, NaN, NaN, C4, NaN
85:0.0, NaN, Rest, C4, Rest
85:0.5, NaN, NaN, F4, NaN
85:1.0, NaN, NaN, F4, Rest
85:1.5, NaN, NaN, E4, NaN
85:2.0, C5, NaN, E4, NaN
85:2.5, NaN, NaN, E5, NaN
86:0.0, C4, NaN, E5, NaN
86:0.5, NaN, NaN, D5, NaN
86:1.0, NaN, G3, D5, NaN
86:1.5, B3, NaN, B4, NaN
86:2.0, B3, NaN, B4, Rest
86:2.5, F4, NaN, NaN, NaN
87:0.0, F4, NaN, Rest, Rest
87:0.5, E4, NaN, NaN, NaN
87:1.0, E4, A-3, Rest, Rest
87:1.25, NaN, NaN, NaN, A2
87:1.5, A4, NaN, NaN, B2
87:1.75, NaN, NaN, NaN, C#3
87:2.0, A4, NaN, NaN, D3
87:2.25, NaN, NaN, NaN, E3
87:2.5, G4, NaN, NaN, F3
87:2.75, NaN, NaN, NaN, G3
88:0.0, G4, NaN, NaN, A3
88:0.25, NaN, NaN, NaN, G3
88:0.5, C5, NaN, NaN, F3
88:0.75, NaN, NaN, NaN, E3
88:1.0, C5, A3, NaN, D3
88:1.25, NaN, NaN, NaN, C3
88:1.5, B4, NaN, NaN, B2
88:1.75, NaN, NaN, NaN, A2
88:2.0, B4, NaN, C4, G2
88:2.5, F5, NaN, NaN, NaN
89:0.0, F5, A3, NaN, NaN
89:0.5, NaN, NaN, NaN, A2
89:0.75, NaN, NaN, NaN, B2
89:1.0, Rest, A3, NaN, C3
89:1.25, NaN, NaN, NaN, D3
89:1.5, NaN, NaN, NaN, E3
89:1.75, NaN, NaN, NaN, F#3
89:2.0, Rest, D4, A-3, G3
89:2.5, NaN, NaN, NaN, G3
90:0.0, NaN, B3, NaN, G3
90:0.5, NaN, NaN, NaN, G3
90:1.0, NaN, C4, NaN, G3
90:1.5, NaN, G3, NaN, G3
90:2.0, NaN, G3, F#3, C3
90:2.5, NaN, G3, NaN, NaN
91:0.0, E5, G3, NaN, Rest
91:0.5, NaN, G3, NaN, NaN
91:1.0, NaN, G3, F3, Rest
91:1.5, F5, G3, NaN, NaN
91:1.75, E5, NaN, NaN, NaN
91:2.0, D5, G3, E3, Rest
91:2.5, E5, G3, NaN, NaN
92:0.0, A5, G3, A3, NaN
92:0.5, NaN, G3, NaN, NaN
92:1.0, NaN, G3, F3, NaN
92:2.0, NaN, G3, E3, NaN
92:2.5, NaN, NaN, C4, NaN
93:0.0, NaN, Rest, C4, Rest
93:0.5, NaN, NaN, C4, NaN
93:1.0, G5, Rest, C4, NaN
93:1.5, NaN, NaN, C4, NaN
93:2.0, B4, NaN, C4, NaN
93:2.5, NaN, NaN, C4, NaN
94:0.0, C5, NaN, C4, NaN
94:0.5, NaN, NaN, C4, NaN
94:1.0, C5, NaN, C4, Rest
94:1.5, NaN, NaN, C4, NaN
94:2.0, NaN, Rest, C4, NaN
94:2.5, B4, NaN, NaN, NaN
95:0.0, B4, Rest, G3, NaN
95:0.5, F5, NaN, NaN, NaN
95:1.0, F5, E4, Rest, NaN
95:1.25, NaN, C5, NaN, NaN
95:1.5, E5, B4, NaN, NaN
95:1.75, NaN, A4, NaN, NaN
95:2.0, E5, G4, Rest, Rest
95:2.25, NaN, F4, NaN, NaN
95:2.5, A5, E4, NaN, NaN
95:2.75, NaN, D4, NaN, NaN
96:0.0, A5, C4, NaN, NaN
96:0.25, NaN, B3, NaN, NaN
96:0.5, G5, C4, NaN, NaN
96:0.75, NaN, B3, NaN, NaN
96:1.0, G5, C4, NaN, NaN
96:1.25, NaN, B3, NaN, NaN
96:1.5, C6, C4, NaN, NaN
96:1.75, NaN, B3, NaN, NaN
96:2.0, C6, C4, NaN, NaN
96:2.5, B5, NaN, NaN, NaN
97:0.0, B5, G3, Rest, C4
97:0.5, F6, NaN, NaN, NaN
97:1.0, F6, G3, Rest, NaN
97:2.0, Rest, G3, E3, NaN
97:2.25, NaN, NaN, C4, NaN
97:2.5, NaN, NaN, B3, NaN
97:2.75, NaN, NaN, A3, NaN
98:0.0, Rest, Rest, G3, F#3
98:0.25, NaN, NaN, F3, NaN
98:0.5, NaN, NaN, E3, NaN
98:0.75, NaN, NaN, D3, NaN
98:1.0, NaN, Rest, C3, NaN
98:1.25, NaN, NaN, B3, NaN
98:1.5, NaN, NaN, C4, NaN
98:1.75, NaN, NaN, B3, NaN
98:2.0, NaN, A3, C4, NaN
98:2.25, NaN, NaN, B3, NaN
98:2.5, NaN, NaN, C4, NaN
98:2.75, NaN, NaN, B3, NaN
99:0.0, NaN, Rest, C4, NaN
99:1.0, C4, Rest, E3, G3
99:2.0, NaN, Rest, E3, G2
100:0.0, NaN, NaN, E3, C3
100:1.0, C4, NaN, Rest, Rest
